Artist>Track>Danceability>Energy>Duration_min>Views>Likes
"Gorillaz">"Feel Good Inc.">0.82>0.71>3.71>693555221>6220896
"Gorillaz">"Rhinestone Eyes">0.68>0.70>3.34>72011645>1079128
"Gorillaz">"New Gold (feat. Tame Impala and Bootie Brown)">0.70>0.92>3.59>8435055>282142
"Gorillaz">"On Melancholy Hill">0.69>0.74>3.90>211754952>1788577
"Gorillaz">"Clint Eastwood">0.66>0.69>5.68>618480958>6197318
"Gorillaz">"DARE">0.76>0.89>4.08>259021161>1844658
"Gorillaz">"New Gold (feat. Tame Impala and Bootie Brown) - Dom Dolla Remix">0.72>0.90>4.57>451996>11686
"Gorillaz">"She's My Collar (feat. Kali Uchis)">0.73>0.82>3.49>1010982>17675
"Gorillaz">"Cracker Island (feat. Thundercat)">0.74>0.91>3.56>24459820>739527
"Gorillaz">"Dirty Harry">0.63>0.88>3.84>154761056>1386920
"Red Hot Chili Peppers">"Californication">0.59>0.77>5.50>1018811259>4394471
"Red Hot Chili Peppers">"Under the Bridge">0.56>0.35>4.41>246687714>1213572
"Red Hot Chili Peppers">"Can't Stop">0.62>0.94>4.48>336635759>1740224
"Red Hot Chili Peppers">"Scar Tissue">0.60>0.72>3.60>435121530>1890900
"Red Hot Chili Peppers">"Otherside">0.46>0.80>4.26>673528656>3140356
"Red Hot Chili Peppers">"Snow (Hey Oh)">0.43>0.90>5.58>320871237>1272266
"Red Hot Chili Peppers">"Dani California">0.56>0.91>4.70>324228662>1456622
"Red Hot Chili Peppers">"By the Way">0.45>0.97>3.62>179005296>784717
"Red Hot Chili Peppers">"Give It Away">0.67>0.94>4.72>86637926>434837
"Red Hot Chili Peppers">"Dark Necessities">0.70>0.74>5.03>440037964>2094182
"50 Cent">"In Da Club">0.90>0.72>3.22>1682616458>10481678
"50 Cent">"Candy Shop">0.61>0.57>3.49>838974650>5014527
"50 Cent">"Just A Lil Bit">0.49>0.69>3.96>476133463>2523312
"50 Cent">"P.I.M.P.">0.70>0.76>4.16>572659065>3334710
"50 Cent">"Many Men (Wish Death)">0.65>0.83>4.27>441155628>2765887
"50 Cent">"Disco Inferno">0.93>0.66>3.57>39825951>382791
"50 Cent">"21 Questions">0.58>0.81>3.74>503248572>2759199
"50 Cent">"Is This Love ('09) (feat. 50 Cent)">0.85>0.78>3.53>5289821>245935
"50 Cent">"If I Can't">0.89>0.63>3.28>46096>612
"50 Cent">"Best Friend - Remix">0.55>0.64>4.24>291023>5729
"Metallica">"Enter Sandman (Remastered)">0.57>0.83>5.53>573553706>2828795
"Metallica">"Nothing Else Matters (Remastered)">0.55>0.39>6.48>1209806093>5127599
"Metallica">"Master of Puppets (Remastered)">0.54>0.83>8.59>20762910>293409
"Metallica">"Whiskey In The Jar">0.51>0.97>5.08>107553434>429797
"Metallica">"The Unforgiven (Remastered)">0.53>0.58>6.45>426125708>1781690
"Metallica">"One (Remastered)">0.44>0.69>7.44>524>18
"Metallica">"For Whom The Bell Tolls (Remastered)">0.51>0.86>5.17>23666398>274106
"Metallica">"Lux Æterna">0.39>1.00>3.43>14937918>473751
"Metallica">"Sad But True (Remastered)">0.62>0.88>5.41>72737062>418124
"Metallica">"Screaming Suicide">0.43>0.97>5.51>4317758>217109
"Coldplay">"Yellow">0.43>0.66>4.45>832532409>4600933
"Coldplay">"Viva La Vida">0.49>0.62>4.04>789581468>4370461
"Coldplay">"Sparks">0.37>0.27>3.78>73201019>787343
"Coldplay">"Something Just Like This">0.62>0.64>4.12>2118018686>10282499
"Coldplay">"The Scientist">0.56>0.44>5.16>1082588109>5532787
"Coldplay">"A Sky Full of Stars">0.55>0.68>4.46>786404613>3741300
"Coldplay">"Paradise">0.45>0.59>4.65>1665814269>8497224
"Coldplay">"Hymn for the Weekend">0.49>0.69>4.30>1828242112>13515772
"Coldplay">"My Universe">0.57>0.71>3.77>254655970>8867547
"Coldplay">"Fix You">0.21>0.42>4.93>566239229>2962029
